participant, y, burst, z
29, 30, 30, 0
29, 40, 41, 0
29, 9, 9, 0
29, 40, 41, 0
29, 44, 45, 0
29, 17, 17, 0
29, 43, 44, 0
29, 52, 52, 0
29, 60, 61, 0
29, 61, 62, 0
29, 39, 39, 0
29, 58, 59, 0
29, 68, 69, 0
29, 21, 21, 0
29, 60, 61, 0
29, 10, 10, 0
29, 58, 59, 0
29, 32, 32, 0
29, 51, 52, 0
29, 60, 61, 0
29, 26, 26, 0
29, 34, 34, 0
29, 30, 31, 0
29, 60, 61, 0
29, 64, 64, 0
29, 59, 60, 0
29, 60, 61, 0
29, 13, 13, 0
29, 60, 61, 0
29, 62, 63, 0
29, 30, 30, 0
29, 60, 61, 0
29, 9, 9, 0
29, 60, 61, 0
29, 64, 65, 0
29, 17, 17, 0
29, 76, 77, 0
29, 52, 52, 0
29, 64, 64, 0
29, 67, 68, 0
29, 39, 39, 0
29, 57, 58, 0
29, 67, 68, 0
29, 21, 21, 0
29, 66, 67, 0
29, 10, 10, 0
29, 64, 64, 0
29, 32, 32, 0
29, 64, 64, 0
29, 65, 66, 0
29, 26, 26, 0
29, 34, 34, 0
29, 34, 35, 0
29, 38, 39, 0
29, 55, 56, 0
29, 47, 48, 0
29, 58, 59, 0
29, 13, 13, 0
29, 48, 49, 0
29, 59, 60, 0
29, 30, 30, 0
29, 68, 69, 0
29, 9, 9, 0
29, 60, 61, 0
29, 60, 61, 0
29, 17, 17, 0
29, 58, 59, 0
29, 52, 52, 0
30, 26, 27, 0
30, 41, 42, 0
30, 39, 39, 0
30, 26, 27, 0
30, 32, 33, 0
30, 21, 21, 0
30, 29, 30, 0
30, 10, 10, 0
30, 37, 38, 0
30, 26, 27, 0
30, 42, 43, 0
30, 38, 39, 0
30, 26, 26, 0
30, 34, 34, 0
30, 24, 25, 0
30, 31, 32, 0
30, 35, 36, 0
30, 42, 43, 0
30, 43, 44, 0
30, 13, 13, 0
30, 37, 38, 0
30, 44, 45, 0
30, 30, 30, 0
30, 26, 27, 0
30, 9, 9, 0
30, 37, 38, 0
30, 34, 35, 0
30, 17, 17, 0
30, 33, 34, 0
30, 42, 43, 0
30, 34, 35, 0
30, 39, 40, 0
30, 39, 39, 0
30, 33, 34, 0
30, 16, 17, 0
30, 21, 21, 0
30, 25, 26, 0
30, 10, 10, 0
30, 28, 29, 0
30, 31, 32, 0
30, 23, 24, 0
30, 26, 27, 0
30, 26, 26, 0
30, 30, 31, 0
30, 29, 30, 0
30, 35, 36, 0
30, 42, 43, 0
30, 36, 37, 0
30, 36, 37, 0
30, 13, 13, 0
30, 25, 26, 0
30, 26, 27, 0
30, 30, 30, 0
30, 22, 23, 0
30, 9, 9, 0
30, 51, 52, 0
30, 35, 36, 0
30, 17, 17, 0
30, 33, 34, 0
30, 37, 38, 0
30, 64, 64, 0
30, 49, 50, 0
30, 38, 39, 0
30, 59, 60, 0
30, 76, 77, 0
30, 21, 21, 0
30, 56, 57, 0
30, 10, 10, 0
30, 52, 53, 0
30, 32, 32, 0
30, 45, 46, 0
30, 52, 53, 0
30, 26, 26, 0
30, 34, 34, 0
30, 46, 47, 0
30, 59, 60, 0
30, 55, 56, 0
30, 61, 62, 0
30, 62, 63, 0
30, 13, 13, 0
30, 64, 64, 0
30, 53, 54, 0
30, 30, 30, 0
30, 42, 43, 0
30, 9, 9, 0
30, 54, 55, 0
30, 54, 55, 0
30, 17, 17, 0
30, 42, 43, 0
30, 52, 52, 0
31, 64, 64, 0
31, 58, 59, 0
31, 39, 39, 0
31, 62, 63, 0
31, 62, 63, 0
31, 21, 21, 0
31, 60, 61, 0
31, 10, 10, 0
31, 60, 61, 0
31, 32, 32, 0
31, 58, 59, 0
31, 57, 58, 0
31, 26, 26, 0
31, 34, 34, 0
31, 47, 47, 0
31, 65, 66, 0
31, 60, 61, 0
31, 60, 61, 0
31, 60, 61, 0
31, 13, 13, 0
31, 60, 61, 0
31, 60, 61, 0
31, 30, 30, 0
31, 60, 61, 0
31, 9, 9, 0
31, 60, 61, 0
31, 60, 61, 0
31, 17, 17, 0
31, 61, 62, 0
31, 52, 52, 0
31, 61, 62, 0
31, 61, 62, 0
31, 39, 39, 0
31, 62, 63, 0
31, 61, 62, 0
31, 21, 21, 0
31, 62, 63, 0
31, 10, 10, 0
31, 61, 62, 0
31, 32, 32, 0
31, 61, 62, 0
31, 62, 63, 0
31, 26, 26, 0
31, 34, 34, 0
31, 47, 47, 0
31, 61, 62, 0
31, 61, 62, 0
31, 61, 62, 0
31, 61, 62, 0
31, 13, 13, 0
31, 61, 62, 0
31, 61, 62, 0
31, 30, 30, 0
31, 61, 62, 0
31, 9, 9, 0
31, 61, 62, 0
31, 61, 62, 0
31, 17, 17, 0
31, 69, 70, 0
31, 52, 52, 0
31, 64, 64, 0
31, 63, 64, 0
31, 39, 39, 0
31, 64, 65, 0
31, 63, 64, 0
31, 21, 21, 0
31, 64, 65, 0
31, 10, 10, 0
31, 64, 64, 0
31, 32, 32, 0
31, 63, 64, 0
31, 61, 62, 0
31, 26, 26, 0
31, 34, 34, 0
31, 47, 47, 0
31, 61, 62, 0
31, 61, 62, 0
31, 61, 62, 0
31, 61, 62, 0
31, 0, 1, 0
31, 61, 62, 0
31, 62, 63, 0
31, 30, 30, 0
31, 61, 62, 0
31, 9, 9, 0
31, 61, 62, 0
31, 61, 62, 0
31, 17, 17, 0
31, 61, 62, 0
31, 52, 52, 0
32, 25, 26, 0
32, 43, 44, 0
32, 39, 39, 0
32, 30, 31, 0
32, 45, 46, 0
32, 21, 21, 0
32, 40, 41, 0
32, 10, 10, 0
32, 50, 51, 0
32, 32, 32, 0
32, 40, 41, 0
32, 61, 62, 0
32, 26, 26, 0
32, 34, 34, 0
32, 47, 47, 0
32, 31, 32, 0
32, 50, 51, 0
32, 45, 46, 0
32, 60, 61, 0
32, 13, 13, 0
32, 45, 46, 0
32, 50, 51, 0
32, 30, 30, 0
32, 45, 46, 0
32, 9, 9, 0
32, 45, 46, 0
32, 45, 46, 0
32, 17, 17, 0
32, 60, 61, 0
32, 52, 52, 0
32, 40, 41, 0
32, 54, 55, 0
32, 39, 39, 0
32, 46, 47, 0
32, 45, 46, 0
32, 21, 21, 0
32, 45, 46, 0
32, 10, 10, 0
32, 64, 64, 0
32, 32, 32, 0
32, 34, 35, 0
32, 50, 51, 0
32, 26, 26, 0
32, 34, 34, 0
32, 40, 41, 0
32, 45, 46, 0
32, 49, 50, 0
32, 40, 41, 0
32, 49, 50, 0
32, 13, 13, 0
32, 45, 46, 0
32, 55, 56, 0
32, 30, 30, 0
32, 50, 51, 0
32, 9, 9, 0
32, 49, 50, 0
32, 59, 60, 0
32, 17, 17, 0
32, 51, 52, 0
32, 52, 52, 0
32, 60, 61, 0
32, 45, 46, 0
32, 39, 39, 0
32, 45, 46, 0
32, 45, 46, 0
32, 21, 21, 0
32, 59, 60, 0
32, 10, 10, 0
32, 57, 58, 0
32, 32, 32, 0
32, 50, 51, 0
32, 70, 71, 0
32, 26, 26, 0
32, 34, 34, 0
32, 47, 47, 0
32, 50, 51, 0
32, 49, 50, 0
32, 49, 50, 0
32, 59, 60, 0
32, 13, 13, 0
32, 45, 46, 0
32, 50, 51, 0
32, 30, 30, 0
32, 50, 51, 0
32, 9, 9, 0
32, 50, 51, 0
32, 78, 79, 0
32, 17, 17, 0
32, 70, 71, 0
32, 52, 52, 0
33, 38, 39, 0
33, 54, 55, 0
33, 39, 39, 0
33, 38, 39, 0
33, 52, 53, 0
33, 21, 21, 0
33, 53, 54, 0
33, 10, 10, 0
33, 59, 60, 0
33, 24, 25, 0
33, 35, 36, 0
33, 50, 51, 0
33, 26, 26, 0
33, 34, 34, 0
33, 31, 32, 0
